structure,position,species,date,size,cleaning,survival,SGR
Tree 098,2_2_2,Acropora formosa,2019/04/01,2,3,100,0.005512
Tree 098,2_2_3,Acropora formosa,2019/04/01,3,3,100,-0.004380
Tree 098,2_3_1,Acropora formosa,2019/04/01,1,3,50,0.001499
Tree 098,2_3_2,Acropora formosa,2019/04/01,2,3,100,0.008036
Tree 098,2_3_3,Acropora formosa,2019/04/01,1,3,80,0.023267
Tree 098,2_3_4,Acropora formosa,2019/04/01,2,3,100,0.000597
Tree 098,2_3_5,Acropora formosa,2019/04/01,3,3,100,0.005118
Tree 098,3_1_1,Pocillopora verucosa,2019/04/01,1,3,100,0.021438
Tree 098,3_1_2,Pocillopora verucosa,2019/04/01,2,3,100,0.012376
Tree 098,3_2_1,Pocillopora verucosa,2019/04/01,3,3,100,-0.001271
Tree 098,3_2_2,Pocillopora verucosa,2019/04/01,2,3,100,0.005912
Tree 098,3_2_3,Pocillopora verucosa,2019/04/01,1,3,90,0.017469
Tree 098,3_2_4,Pocillopora verucosa,2019/04/01,1,3,100,0.021858
Tree 098,3_2_5,Pocillopora verucosa,2019/04/01,2,3,100,0.015036
Tree 098,3_3_1,Pocillopora verucosa,2019/04/01,1,3,100,0.010795
Tree 098,3_3_2,Pocillopora verucosa,2019/04/01,3,3,100,0.007661
Tree 098,3_3_3,Pocillopora verucosa,2019/04/01,1,3,100,0.012519
Tree 098,4_1_2,Acropora verweyi,2019/04/01,2,3,90,-0.001254
Tree 098,4_1_3,Acropora verweyi,2019/04/01,3,3,100,-0.004391
Tree 098,4_1_4,Acropora verweyi,2019/04/01,1,3,90,-0.000736
Tree 098,4_1_5,Acropora verweyi,2019/04/01,2,3,90,0.010903
Tree 098,4_2_1,Acropora verweyi,2019/04/01,1,3,60,0.002300
Tree 098,4_2_2,Acropora verweyi,2019/04/01,2,3,80,-0.006347
Tree 098,4_2_3,Acropora verweyi,2019/04/01,3,3,100,0.000271
Tree 098,4_2_4,Acropora verweyi,2019/04/01,3,3,100,0.002745
Tree 098,4_2_5,Acropora verweyi,2019/04/01,2,3,40,0.002856
Tree 098,4_3_1,Acropora verweyi,2019/04/01,2,3,100,0.000330
Tree 098,4_3_2,Acropora verweyi,2019/04/01,3,3,100,-0.003757
Tree 098,4_3_3,Acropora verweyi,2019/04/01,3,3,100,0.001054
Tree 098,4_3_4,Acropora verweyi,2019/04/01,1,3,90,0.006296
Tree 098,4_3_5,Acropora verweyi,2019/04/01,1,3,80,0.002317
Tree 099,1_1_1,Pocillopora verucosa,2019/04/01,1,3,100,0.018711
Tree 099,1_1_2,Pocillopora verucosa,2019/04/01,1,3,100,0.018284
Tree 099,1_1_3,Pocillopora verucosa,2019/04/01,3,3,100,0.002789
Tree 099,1_1_4,Pocillopora verucosa,2019/04/01,3,3,100,-0.000700
Tree 099,1_1_5,Pocillopora verucosa,2019/04/01,3,3,100,0.000491
Tree 099,1_2_1,Pocillopora verucosa,2019/04/01,2,3,100,-0.001179
Tree 099,1_2_2,Pocillopora verucosa,2019/04/01,3,3,100,0.004268
Tree 099,1_2_3,Pocillopora verucosa,2019/04/01,1,3,60,-0.019406
Tree 099,1_2_4,Pocillopora verucosa,2019/04/01,2,3,100,0.003805
Tree 099,1_3_1,Pocillopora verucosa,2019/04/01,2,3,100,0.009301
Tree 099,1_3_2,Pocillopora verucosa,2019/04/01,3,3,100,-0.004235
Tree 099,1_3_3,Pocillopora verucosa,2019/04/01,2,3,100,0.006307
Tree 099,1_3_4,Pocillopora verucosa,2019/04/01,1,3,100,0.016663
Tree 099,2_1_1,Acropora formosa,2019/04/01,3,3,100,0.006783
Tree 099,2_1_2,Acropora formosa,2019/04/01,1,3,100,0.015053
Tree 099,2_1_3,Acropora formosa,2019/04/01,2,3,100,0.003674
Tree 099,2_1_4,Acropora formosa,2019/04/01,3,3,100,0.001056
Tree 099,2_2_1,Acropora formosa,2019/04/01,2,3,100,-0.000670
Tree 099,2_2_2,Acropora formosa,2019/04/01,3,3,90,-0.001109
Tree 099,2_2_3,Acropora formosa,2019/04/01,1,3,100,0.015035
Tree 099,2_2_4,Acropora formosa,2019/04/01,2,3,100,0.009934
Tree 099,2_2_5,Acropora formosa,2019/04/01,2,3,100,0.012851
Tree 099,2_3_1,Acropora formosa,2019/04/01,3,3,100,0.007378
Tree 099,2_3_2,Acropora formosa,2019/04/01,2,3,100,0.004687
Tree 099,2_3_3,Acropora formosa,2019/04/01,1,3,100,0.018412
Tree 099,2_3_4,Acropora formosa,2019/04/01,1,3,100,0.012255
Tree 099,2_3_5,Acropora formosa,2019/04/01,3,3,100,0.006701
Tree 099,3_1_1,Porites cylindrica,2019/04/01,3,3,90,-0.003130
Tree 099,3_1_2,Porites cylindrica,2019/04/01,2,3,100,-0.001936
Tree 099,3_1_3,Porites cylindrica,2019/04/01,1,3,40,0.000465
Tree 099,3_1_4,Porites cylindrica,2019/04/01,3,3,90,-0.001759
Tree 099,3_2_1,Porites cylindrica,2019/04/01,3,3,100,-0.003716
Tree 099,3_2_2,Porites cylindrica,2019/04/01,1,3,30,0.020780
Tree 099,3_2_3,Porites cylindrica,2019/04/01,3,3,70,-0.002928
Tree 099,3_2_4,Porites cylindrica,2019/04/01,2,3,100,0.000825
Tree 099,3_2_5,Porites cylindrica,2019/04/01,1,3,100,0.002242
Tree 099,3_3_1,Porites cylindrica,2019/04/01,1,3,100,0.016961
Tree 099,3_3_2,Porites cylindrica,2019/04/01,1,3,100,0.013107
Tree 099,3_3_4,Porites cylindrica,2019/04/01,2,3,100,0.018718
Tree 099,3_3_5,Porites cylindrica,2019/04/01,2,3,90,0.004121
Tree 099,4_1_1,Acropora verweyi,2019/04/01,2,3,90,0.008002
Tree 099,4_1_2,Acropora verweyi,2019/04/01,2,3,100,0.000248
Tree 099,4_1_3,Acropora verweyi,2019/04/01,1,3,90,0.007887
Tree 099,4_1_4,Acropora verweyi,2019/04/01,3,3,100,-0.001728
Tree 099,4_2_1,Acropora verweyi,2019/04/01,2,3,100,0.008126
Tree 099,4_2_2,Acropora verweyi,2019/04/01,3,3,90,0.002927
Tree 099,4_2_3,Acropora verweyi,2019/04/01,3,3,100,0.003577
Tree 099,4_2_4,Acropora verweyi,2019/04/01,1,3,100,0.011714
Tree 099,4_2_5,Acropora verweyi,2019/04/01,2,3,100,0.011874
Tree 099,4_3_1,Acropora verweyi,2019/04/01,1,3,60,-0.002320
Tree 099,4_3_2,Acropora verweyi,2019/04/01,3,3,100,0.008401
Tree 099,4_3_4,Acropora verweyi,2019/04/01,2,3,90,-0.001928
Tree 079,1_1_1,Pocillopora verucosa,2019/06/01,2,1,100,-0.004605
Tree 079,1_1_2,Pocillopora verucosa,2019/06/01,3,1,100,0.015057
Tree 079,1_1_3,Pocillopora verucosa,2019/06/01,1,1,100,-0.001572
Tree 079,1_1_4,Pocillopora verucosa,2019/06/01,2,1,100,-0.001654
Tree 079,1_2_1,Pocillopora verucosa,2019/06/01,3,1,100,0.002214
Tree 079,1_2_2,Pocillopora verucosa,2019/06/01,2,1,100,0.000583
Tree 079,1_2_4,Pocillopora verucosa,2019/06/01,2,1,100,0.001111
Tree 079,1_2_5,Pocillopora verucosa,2019/06/01,1,1,100,0.001291
Tree 079,1_3_1,Pocillopora verucosa,2019/06/01,3,1,100,0.000890
Tree 079,1_3_2,Pocillopora verucosa,2019/06/01,2,1,100,-0.001961
Tree 079,1_3_3,Pocillopora verucosa,2019/06/01,3,1,100,0.007200
Tree 079,1_3_5,Pocillopora verucosa,2019/06/01,1,1,100,-0.010988
Tree 079,2_1_1,Acropora verweyi,2019/06/01,2,1,100,0.003355
Tree 079,2_1_3,Acropora verweyi,2019/06/01,3,1,100,0.010916
Tree 079,2_1_4,Acropora verweyi,2019/06/01,1,1,100,0.003479
Tree 079,2_1_5,Acropora verweyi,2019/06/01,2,1,100,0.021150
Tree 079,2_2_1,Acropora verweyi,2019/06/01,3,1,100,0.003070
Tree 079,2_2_3,Acropora verweyi,2019/06/01,3,1,100,0.014263
Tree 079,2_2_5,Acropora verweyi,2019/06/01,3,1,100,0.010444
Tree 079,2_3_1,Acropora verweyi,2019/06/01,3,1,100,0.001078
Tree 079,2_3_2,Acropora verweyi,2019/06/01,1,1,100,0.017696
Tree 079,2_3_3,Acropora verweyi,2019/06/01,2,1,100,0.012760
Tree 079,2_3_4,Acropora verweyi,2019/06/01,2,1,100,0.008142
Tree 079,2_3_5,Acropora verweyi,2019/06/01,1,1,100,0.006941
Tree 079,3_1_1,Acropora formosa,2019/06/01,3,1,100,-0.002552
Tree 079,3_1_2,Acropora formosa,2019/06/01,1,1,100,0.015576
Tree 079,3_2_1,Acropora formosa,2019/06/01,2,1,100,0.008978
Tree 079,3_2_2,Acropora formosa,2019/06/01,3,1,100,0.016070
Tree 079,3_2_3,Acropora formosa,2019/06/01,2,1,100,0.031607
Tree 079,3_2_4,Acropora formosa,2019/06/01,3,1,100,0.025017
Tree 079,3_2_5,Acropora formosa,2019/06/01,1,1,100,0.011763
Tree 079,3_3_1,Acropora formosa,2019/06/01,2,1,100,0.009352
Tree 079,3_3_2,Acropora formosa,2019/06/01,2,1,100,0.020431
Tree 079,3_3_3,Acropora formosa,2019/06/01,1,1,100,0.011797
Tree 079,3_3_4,Acropora formosa,2019/06/01,1,1,100,0.015217
Tree 079,3_3_5,Acropora formosa,2019/06/01,3,1,100,-0.003892
Tree 079,4_1_1,Porites cylindrica,2019/06/01,2,1,40,0.004858
Tree 079,4_1_2,Porites cylindrica,2019/06/01,3,1,100,0.015347
Tree 079,4_1_3,Porites cylindrica,2019/06/01,1,1,100,0.006322
Tree 079,4_1_4,Porites cylindrica,2019/06/01,1,1,40,0.020392
Tree 079,4_1_5,Porites cylindrica,2019/06/01,3,1,100,0.004574
Tree 079,4_2_1,Porites cylindrica,2019/06/01,2,1,100,0.023279
Tree 079,4_2_4,Porites cylindrica,2019/06/01,3,1,100,-0.007281
Tree 079,4_2_5,Porites cylindrica,2019/06/01,1,1,100,0.017462
Tree 079,4_3_1,Porites cylindrica,2019/06/01,2,1,100,0.002643
Tree 079,4_3_2,Porites cylindrica,2019/06/01,3,1,100,-0.008824
Tree 079,4_3_3,Porites cylindrica,2019/06/01,1,1,100,0.003828
Tree 079,4_3_4,Porites cylindrica,2019/06/01,2,1,100,0.006257
Tree 084,1_1_1,Porites cylindrica,2019/06/01,3,4,100,0.009946
Tree 084,1_1_2,Porites cylindrica,2019/06/01,2,4,80,-0.004560
Tree 084,1_1_3,Porites cylindrica,2019/06/01,3,4,100,0.016017
Tree 084,1_1_4,Porites cylindrica,2019/06/01,1,4,50,-0.019329
Tree 084,1_3_3,Porites cylindrica,2019/06/01,3,4,90,0.008724
Tree 084,1_3_4,Porites cylindrica,2019/06/01,2,4,100,0.008171
Tree 084,2_1_1,Pocillopora verucosa,2019/06/01,2,4,100,0.004339
Tree 084,2_1_2,Pocillopora verucosa,2019/06/01,3,4,100,-0.001579
Tree 084,2_1_3,Pocillopora verucosa,2019/06/01,1,4,100,-0.007065
Tree 084,2_1_4,Pocillopora verucosa,2019/06/01,1,4,100,0.009352
Tree 084,2_1_5,Pocillopora verucosa,2019/06/01,3,4,100,0.007426
Tree 084,2_2_1,Pocillopora verucosa,2019/06/01,3,4,100,0.007027
Tree 084,2_2_2,Pocillopora verucosa,2019/06/01,1,4,100,-0.004188
Tree 084,2_2_3,Pocillopora verucosa,2019/06/01,2,4,100,-0.005879
Tree 084,2_2_4,Pocillopora verucosa,2019/06/01,3,4,100,0.022948
Tree 084,2_2_5,Pocillopora verucosa,2019/06/01,2,4,100,-0.010469
Tree 084,2_3_1,Pocillopora verucosa,2019/06/01,1,4,100,-0.002120
Tree 084,2_3_2,Pocillopora verucosa,2019/06/01,1,4,100,0.014267
Tree 084,2_3_3,Pocillopora verucosa,2019/06/01,2,4,100,0.012767
Tree 084,2_3_4,Pocillopora verucosa,2019/06/01,2,4,100,0.012671
Tree 084,2_3_5,Pocillopora verucosa,2019/06/01,3,4,100,0.006963
Tree 084,3_1_2,Acropora formosa,2019/06/01,2,4,100,0.013828
Tree 084,3_1_3,Acropora formosa,2019/06/01,3,4,100,0.001287
Tree 084,3_1_4,Acropora formosa,2019/06/01,1,4,100,0.023572
Tree 084,3_1_5,Acropora formosa,2019/06/01,2,4,100,0.020318
Tree 084,3_2_1,Acropora formosa,2019/06/01,2,4,100,0.032398
Tree 084,3_2_2,Acropora formosa,2019/06/01,3,4,100,0.023879
Tree 084,3_2_3,Acropora formosa,2019/06/01,2,4,100,0.028176
Tree 084,3_2_4,Acropora formosa,2019/06/01,1,4,100,-0.002527
Tree 084,3_2_5,Acropora formosa,2019/06/01,3,4,100,0.020280
Tree 084,3_3_1,Acropora formosa,2019/06/01,3,4,100,0.027809
Tree 084,3_3_2,Acropora formosa,2019/06/01,2,4,100,0.008529
Tree 084,3_3_3,Acropora formosa,2019/06/01,3,4,90,0.013946
Tree 084,4_1_2,Acropora verweyi,2019/06/01,3,4,100,0.011316
Tree 084,4_1_5,Acropora verweyi,2019/06/01,3,4,100,0.007739
Tree 084,4_2_1,Acropora verweyi,2019/06/01,3,4,100,0.022460
Tree 084,4_2_2,Acropora verweyi,2019/06/01,2,4,70,-0.004104
Tree 084,4_2_3,Acropora verweyi,2019/06/01,3,4,100,0.017503
Tree 084,4_2_4,Acropora verweyi,2019/06/01,2,4,90,0.032691
Tree 084,4_2_5,Acropora verweyi,2019/06/01,1,4,20,-0.003888
Tree 084,4_3_1,Acropora verweyi,2019/06/01,1,4,40,0.011848
Tree 084,4_3_2,Acropora verweyi,2019/06/01,2,4,40,0.001614
Tree 084,4_3_3,Acropora verweyi,2019/06/01,3,4,100,0.020056
Tree 084,4_3_5,Acropora verweyi,2019/06/01,2,4,90,0.003013
Tree 088,1_1_1,Pocillopora verucosa,2019/06/01,3,2,100,0.000009
Tree 088,1_1_2,Pocillopora verucosa,2019/06/01,3,2,100,0.004520
Tree 088,1_1_3,Pocillopora verucosa,2019/06/01,2,2,100,0.007092
Tree 088,1_1_4,Pocillopora verucosa,2019/06/01,3,2,100,-0.003760
Tree 088,1_1_5,Pocillopora verucosa,2019/06/01,3,2,100,0.005170
Tree 088,1_2_1,Pocillopora verucosa,2019/06/01,2,2,100,-0.001065
Tree 088,1_2_2,Pocillopora verucosa,2019/06/01,1,2,100,0.005141
Tree 088,1_2_3,Pocillopora verucosa,2019/06/01,2,2,100,0.004127
Tree 088,1_2_4,Pocillopora verucosa,2019/06/01,1,2,100,-0.004443
Tree 088,1_2_5,Pocillopora verucosa,2019/06/01,2,2,100,0.001144
Tree 088,1_3_1,Pocillopora verucosa,2019/06/01,3,2,100,0.000461
Tree 088,1_3_2,Pocillopora verucosa,2019/06/01,1,2,100,0.002351
Tree 088,1_3_3,Pocillopora verucosa,2019/06/01,1,2,100,0.002857
Tree 088,1_3_4,Pocillopora verucosa,2019/06/01,1,2,100,0.000209
Tree 088,2_1_2,Acropora verweyi,2019/06/01,3,2,100,-0.005443
Tree 088,2_1_3,Acropora verweyi,2019/06/01,3,2,100,0.002586
Tree 088,2_1_4,Acropora verweyi,2019/06/01,2,2,70,-0.000133
Tree 088,2_1_5,Acropora verweyi,2019/06/01,1,2,30,-0.038727
Tree 088,2_2_1,Acropora verweyi,2019/06/01,3,2,100,0.005576
Tree 088,2_2_3,Acropora verweyi,2019/06/01,2,2,70,0.016314
Tree 088,2_3_1,Acropora verweyi,2019/06/01,3,2,90,0.014445
Tree 088,2_3_3,Acropora verweyi,2019/06/01,3,2,100,0.003865
Tree 088,2_3_5,Acropora verweyi,2019/06/01,2,2,70,0.023753
Tree 088,3_1_1,Acropora formosa,2019/06/01,1,2,100,0.021667
Tree 088,3_1_2,Acropora formosa,2019/06/01,1,2,100,0.023609
Tree 088,3_1_3,Acropora formosa,2019/06/01,2,2,100,0.024371
Tree 088,3_1_5,Acropora formosa,2019/06/01,3,2,100,0.015529
Tree 088,3_2_1,Acropora formosa,2019/06/01,2,2,100,0.017480
Tree 088,3_2_2,Acropora formosa,2019/06/01,2,2,100,0.009006
Tree 088,3_2_3,Acropora formosa,2019/06/01,3,2,100,-0.001433
Tree 088,3_2_4,Acropora formosa,2019/06/01,1,2,100,0.021859
Tree 088,3_2_5,Acropora formosa,2019/06/01,2,2,100,0.016079
Tree 088,3_3_1,Acropora formosa,2019/06/01,3,2,100,0.003353
Tree 088,3_3_2,Acropora formosa,2019/06/01,2,2,100,0.018304
Tree 088,3_3_5,Acropora formosa,2019/06/01,1,2,100,0.028748
Tree 088,4_1_1,Porites cylindrica,2019/06/01,3,2,70,-0.009498
Tree 088,4_1_2,Porites cylindrica,2019/06/01,2,2,90,0.005797
Tree 088,4_1_4,Porites cylindrica,2019/06/01,1,2,60,0.018694
Tree 088,4_1_5,Porites cylindrica,2019/06/01,1,2,60,0.011721
Tree 088,4_2_4,Porites cylindrica,2019/06/01,2,2,90,0.001363
Tree 088,4_2_5,Porites cylindrica,2019/06/01,3,2,90,0.009685
Tree 088,4_3_1,Porites cylindrica,2019/06/01,3,2,100,0.019756
Tree 088,4_3_3,Porites cylindrica,2019/06/01,1,2,100,-0.001131
Tree 088,4_3_4,Porites cylindrica,2019/06/01,2,2,90,0.008779
Tree 088,4_3_5,Porites cylindrica,2019/06/01,3,2,40,0.006731
Tree 089,1_1_2,Pocillopora verucosa,2019/06/01,3,1,100,0.013035
Tree 089,1_1_3,Pocillopora verucosa,2019/06/01,2,1,100,0.006103
Tree 089,1_1_4,Pocillopora verucosa,2019/06/01,2,1,100,0.005003
Tree 089,1_2_1,Pocillopora verucosa,2019/06/01,3,1,100,0.005867
Tree 089,1_2_2,Pocillopora verucosa,2019/06/01,2,1,100,0.010423
Tree 089,1_2_3,Pocillopora verucosa,2019/06/01,3,1,100,0.004884
Tree 089,1_2_4,Pocillopora verucosa,2019/06/01,3,1,100,0.011164
Tree 089,1_2_5,Pocillopora verucosa,2019/06/01,2,1,100,0.007239
Tree 089,1_3_1,Pocillopora verucosa,2019/06/01,1,1,100,0.007849
Tree 089,1_3_2,Pocillopora verucosa,2019/06/01,2,1,100,0.007180
Tree 089,2_1_1,Acropora formosa,2019/06/01,3,1,100,0.003692
Tree 089,2_1_2,Acropora formosa,2019/06/01,2,1,100,0.006950
Tree 089,2_1_3,Acropora formosa,2019/06/01,3,1,100,0.002626
Tree 089,2_1_4,Acropora formosa,2019/06/01,2,1,100,0.007083
Tree 089,2_1_5,Acropora formosa,2019/06/01,1,1,100,0.012737
Tree 089,2_2_1,Acropora formosa,2019/06/01,2,1,100,0.013074
Tree 089,2_2_2,Acropora formosa,2019/06/01,1,1,100,0.022922
Tree 089,2_2_3,Acropora formosa,2019/06/01,1,1,100,0.014680
Tree 089,2_2_4,Acropora formosa,2019/06/01,3,1,100,0.011390
Tree 089,2_2_5,Acropora formosa,2019/06/01,1,1,100,0.015927
Tree 089,2_3_1,Acropora formosa,2019/06/01,2,1,100,0.015866
Tree 089,2_3_2,Acropora formosa,2019/06/01,3,1,100,0.009938
Tree 089,2_3_3,Acropora formosa,2019/06/01,1,1,100,0.010495
Tree 089,2_3_4,Acropora formosa,2019/06/01,2,1,100,-0.000627
Tree 089,2_3_5,Acropora formosa,2019/06/01,3,1,100,-0.004324
Tree 089,3_1_1,Porites cylindrica,2019/06/01,2,1,90,0.009813
Tree 089,3_1_2,Porites cylindrica,2019/06/01,3,1,100,0.008776
Tree 089,3_1_4,Porites cylindrica,2019/06/01,2,1,100,-0.004164
Tree 089,3_2_2,Porites cylindrica,2019/06/01,2,1,80,0.008584
Tree 089,3_2_3,Porites cylindrica,2019/06/01,1,1,100,0.018151
Tree 089,3_2_4,Porites cylindrica,2019/06/01,3,1,40,0.019452
Tree 089,3_3_4,Porites cylindrica,2019/06/01,3,1,100,0.006627
Tree 089,3_3_5,Porites cylindrica,2019/06/01,2,1,100,0.013584
Tree 089,4_1_2,Acropora verweyi,2019/06/01,3,1,100,0.004570
Tree 089,4_1_3,Acropora verweyi,2019/06/01,2,1,100,0.015932
Tree 089,4_1_4,Acropora verweyi,2019/06/01,1,1,70,0.008152
Tree 089,4_1_5,Acropora verweyi,2019/06/01,1,1,70,0.004483
Tree 089,4_2_1,Acropora verweyi,2019/06/01,3,1,100,0.011132
Tree 089,4_2_2,Acropora verweyi,2019/06/01,2,1,100,0.012152
Tree 089,4_2_3,Acropora verweyi,2019/06/01,1,1,100,0.010391
Tree 089,4_2_4,Acropora verweyi,2019/06/01,3,1,90,0.002489
Tree 089,4_2_5,Acropora verweyi,2019/06/01,2,1,100,0.009514
Tree 089,4_3_1,Acropora verweyi,2019/06/01,3,1,100,0.001390
Tree 089,4_3_2,Acropora verweyi,2019/06/01,2,1,100,0.007748
Tree 089,4_3_3,Acropora verweyi,2019/06/01,1,1,100,0.007126
Tree 089,4_3_4,Acropora verweyi,2019/06/01,3,1,100,0.005000
Tree 089,4_3_5,Acropora verweyi,2019/06/01,2,1,100,0.014819
Tree 090,1_1_1,Acropora verweyi,2019/06/01,2,4,100,0.002192
Tree 090,1_1_3,Acropora verweyi,2019/06/01,3,4,60,-0.009307
Tree 090,1_1_4,Acropora verweyi,2019/06/01,2,4,100,0.002203
Tree 090,1_1_5,Acropora verweyi,2019/06/01,3,4,100,-0.001651
Tree 090,1_2_1,Acropora verweyi,2019/06/01,2,4,90,0.000377
Tree 090,1_2_2,Acropora verweyi,2019/06/01,3,4,100,0.011470
Tree 090,1_2_3,Acropora verweyi,2019/06/01,2,4,100,0.010600
Tree 090,1_3_1,Acropora verweyi,2019/06/01,3,4,100,0.007741
Tree 090,1_3_2,Acropora verweyi,2019/06/01,1,4,70,0.016015
Tree 090,1_3_3,Acropora verweyi,2019/06/01,2,4,100,0.009377
Tree 090,1_3_4,Acropora verweyi,2019/06/01,3,4,100,-0.000765
Tree 090,1_3_5,Acropora verweyi,2019/06/01,1,4,30,0.001655
Tree 090,2_1_1,Pocillopora verucosa,2019/06/01,3,4,100,0.002562
Tree 090,2_1_2,Pocillopora verucosa,2019/06/01,2,4,100,-0.001444
Tree 090,2_1_3,Pocillopora verucosa,2019/06/01,2,4,100,-0.002653
Tree 090,2_1_4,Pocillopora verucosa,2019/06/01,1,4,100,0.009981
Tree 090,2_1_5,Pocillopora verucosa,2019/06/01,3,4,100,-0.006515
Tree 090,2_2_1,Pocillopora verucosa,2019/06/01,1,4,100,-0.007040
Tree 090,2_2_2,Pocillopora verucosa,2019/06/01,3,4,100,-0.007387
Tree 090,2_2_3,Pocillopora verucosa,2019/06/01,2,4,100,0.003669
Tree 090,2_2_4,Pocillopora verucosa,2019/06/01,3,4,100,-0.004680
Tree 090,2_2_5,Pocillopora verucosa,2019/06/01,1,4,100,-0.001232
Tree 090,2_3_1,Pocillopora verucosa,2019/06/01,2,4,100,-0.006988
Tree 090,2_3_2,Pocillopora verucosa,2019/06/01,3,4,100,0.003902
Tree 090,2_3_3,Pocillopora verucosa,2019/06/01,1,4,100,-0.000431
Tree 090,2_3_4,Pocillopora verucosa,2019/06/01,2,4,100,-0.003893
Tree 090,2_3_5,Pocillopora verucosa,2019/06/01,1,4,100,-0.001047
Tree 090,3_1_1,Porites cylindrica,2019/06/01,2,4,100,-0.001983
Tree 090,3_2_1,Porites cylindrica,2019/06/01,3,4,20,-0.059429
Tree 090,3_2_2,Porites cylindrica,2019/06/01,2,4,100,-0.000676
Tree 090,3_3_2,Porites cylindrica,2019/06/01,3,4,90,0.003530
Tree 090,3_3_4,Porites cylindrica,2019/06/01,2,4,80,0.011935
Tree 090,4_1_1,Acropora formosa,2019/06/01,3,4,100,-0.001449
Tree 090,4_1_2,Acropora formosa,2019/06/01,2,4,100,-0.000481
Tree 090,4_1_3,Acropora formosa,2019/06/01,1,4,100,0.009848
Tree 090,4_1_4,Acropora formosa,2019/06/01,3,4,100,0.002440
Tree 090,4_1_5,Acropora formosa,2019/06/01,2,4,100,0.015336
Tree 090,4_2_1,Acropora formosa,2019/06/01,1,4,100,0.006485
Tree 090,4_2_4,Acropora formosa,2019/06/01,3,4,100,0.004869
Tree 090,4_2_5,Acropora formosa,2019/06/01,2,4,100,0.002320
Tree 090,4_3_3,Acropora formosa,2019/06/01,3,4,100,-0.002765
Tree 090,4_3_4,Acropora formosa,2019/06/01,2,4,100,0.011000
Tree 092,1_1_1,Pocillopora verucosa,2019/06/01,3,2,100,-0.005056
Tree 092,1_1_3,Pocillopora verucosa,2019/06/01,2,2,100,0.002003
Tree 092,1_1_4,Pocillopora verucosa,2019/06/01,1,2,100,0.001140
Tree 092,1_1_5,Pocillopora verucosa,2019/06/01,3,2,100,0.002388
Tree 092,1_2_1,Pocillopora verucosa,2019/06/01,1,2,100,0.003246
Tree 092,1_2_2,Pocillopora verucosa,2019/06/01,1,2,100,-0.004713
Tree 092,1_2_4,Pocillopora verucosa,2019/06/01,2,2,100,-0.002857
Tree 092,1_2_5,Pocillopora verucosa,2019/06/01,2,2,100,0.000598
Tree 092,1_3_1,Pocillopora verucosa,2019/06/01,2,2,100,0.005907
Tree 092,1_3_2,Pocillopora verucosa,2019/06/01,3,2,100,-0.000763
Tree 092,1_3_3,Pocillopora verucosa,2019/06/01,2,2,90,0.001216
Tree 092,1_3_5,Pocillopora verucosa,2019/06/01,1,2,100,0.007079
Tree 092,2_1_1,Acropora verweyi,2019/06/01,2,2,90,0.013282
Tree 092,2_1_3,Acropora verweyi,2019/06/01,3,2,100,0.006866
Tree 092,2_1_4,Acropora verweyi,2019/06/01,3,2,100,0.004092
Tree 092,2_2_2,Acropora verweyi,2019/06/01,2,2,80,0.007935
Tree 092,2_2_4,Acropora verweyi,2019/06/01,2,2,80,0.010658
Tree 092,2_2_5,Acropora verweyi,2019/06/01,3,2,100,0.005627
Tree 092,2_3_1,Acropora verweyi,2019/06/01,2,2,100,0.003775
Tree 092,2_3_4,Acropora verweyi,2019/06/01,3,2,100,0.002726
Tree 092,2_3_5,Acropora verweyi,2019/06/01,2,2,100,0.010201
Tree 092,3_1_1,Porites cylindrica,2019/06/01,3,2,60,0.000064
Tree 092,3_1_2,Porites cylindrica,2019/06/01,3,2,90,0.009775
Tree 092,3_1_3,Porites cylindrica,2019/06/01,2,2,100,0.002246
Tree 092,3_1_4,Porites cylindrica,2019/06/01,2,2,100,0.010576
Tree 092,3_1_5,Porites cylindrica,2019/06/01,3,2,90,0.005448
Tree 092,3_2_5,Porites cylindrica,2019/06/01,3,2,100,0.002089
Tree 092,4_1_1,Acropora formosa,2019/06/01,2,2,100,0.012365
Tree 092,4_1_2,Acropora formosa,2019/06/01,3,2,100,0.002596
Tree 092,4_1_3,Acropora formosa,2019/06/01,3,2,100,0.003759
Tree 092,4_2_1,Acropora formosa,2019/06/01,3,2,100,-0.002090
Tree 092,4_2_2,Acropora formosa,2019/06/01,1,2,95,0.001961
Tree 092,4_2_3,Acropora formosa,2019/06/01,3,2,100,-0.004496
Tree 092,4_2_5,Acropora formosa,2019/06/01,2,2,100,0.005539
Tree 092,4_3_1,Acropora formosa,2019/06/01,2,2,100,0.006233
Tree 092,4_3_2,Acropora formosa,2019/06/01,3,2,100,0.000998
Tree 092,4_3_3,Acropora formosa,2019/06/01,2,2,100,-0.000541
Tree 092,4_3_4,Acropora formosa,2019/06/01,1,2,100,0.001549
Tree 092,4_3_5,Acropora formosa,2019/06/01,1,2,100,0.008942
Tree 093,1_1_2,Porites cylindrica,2019/06/01,2,2,90,0.002672
Tree 093,1_1_3,Porites cylindrica,2019/06/01,3,2,100,0.001096
Tree 093,1_1_5,Porites cylindrica,2019/06/01,1,2,70,0.009306
Tree 093,1_2_2,Porites cylindrica,2019/06/01,3,2,100,0.001211
Tree 093,1_2_4,Porites cylindrica,2019/06/01,2,2,100,0.013405
