structure,position,species,date,size,cleaning,survival,SGR
Tree 097,3_2_2,Porites cylindrica,2019/02/01,1,4,100,0.012085
Tree 097,3_2_3,Porites cylindrica,2019/02/01,1,4,50,0.005952
Tree 097,3_2_4,Porites cylindrica,2019/02/01,3,4,100,0.006565
Tree 097,3_2_5,Porites cylindrica,2019/02/01,2,4,20,-0.022634
Tree 097,3_3_1,Porites cylindrica,2019/02/01,2,4,100,0.016752
Tree 097,3_3_2,Porites cylindrica,2019/02/01,3,4,100,0.009669
Tree 097,3_3_3,Porites cylindrica,2019/02/01,2,4,100,0.005022
Tree 097,4_1_1,Acropora formosa,2019/02/01,3,4,100,0.016902
Tree 097,4_1_2,Acropora formosa,2019/02/01,1,4,100,0.010956
Tree 097,4_1_3,Acropora formosa,2019/02/01,2,4,100,0.017609
Tree 097,4_1_4,Acropora formosa,2019/02/01,3,4,95,0.003964
Tree 097,4_1_5,Acropora formosa,2019/02/01,3,4,100,0.004540
Tree 097,4_2_1,Acropora formosa,2019/02/01,3,4,100,0.008152
Tree 097,4_2_2,Acropora formosa,2019/02/01,2,4,100,0.008243
Tree 097,4_2_3,Acropora formosa,2019/02/01,2,4,45,0.000000
Tree 097,4_2_5,Acropora formosa,2019/02/01,3,4,100,0.010233
Tree 097,4_3_3,Acropora formosa,2019/02/01,1,4,100,0.008371
Tree 097,4_3_4,Acropora formosa,2019/02/01,2,4,100,0.017432
Tree 097,4_3_5,Acropora formosa,2019/02/01,2,4,100,0.014207
Tree 098,1_1_1,Porites cylindrica,2019/02/01,3,3,100,0.008670
Tree 098,1_1_3,Porites cylindrica,2019/02/01,2,3,90,0.008493
Tree 098,1_1_4,Porites cylindrica,2019/02/01,3,3,80,-0.001859
Tree 098,1_2_1,Porites cylindrica,2019/02/01,1,3,100,0.012591
Tree 098,1_2_3,Porites cylindrica,2019/02/01,2,3,50,0.006376
Tree 098,1_2_4,Porites cylindrica,2019/02/01,2,3,90,0.009178
Tree 098,1_2_5,Porites cylindrica,2019/02/01,1,3,40,0.001826
Tree 098,1_3_2,Porites cylindrica,2019/02/01,3,3,50,0.009056
Tree 098,1_3_3,Porites cylindrica,2019/02/01,1,3,100,0.004824
Tree 098,1_3_4,Porites cylindrica,2019/02/01,2,3,100,0.013776
Tree 098,2_1_1,Acropora formosa,2019/02/01,3,3,100,0.013081
Tree 098,2_1_2,Acropora formosa,2019/02/01,1,3,100,0.017032
Tree 098,2_1_3,Acropora formosa,2019/02/01,1,3,100,0.023678
Tree 098,2_1_4,Acropora formosa,2019/02/01,1,3,100,0.016358
Tree 098,2_1_5,Acropora formosa,2019/02/01,2,3,100,0.017504
Tree 098,2_2_1,Acropora formosa,2019/02/01,3,3,100,0.014442
Tree 098,2_2_2,Acropora formosa,2019/02/01,2,3,100,0.021233
Tree 098,2_2_3,Acropora formosa,2019/02/01,3,3,100,0.012898
Tree 098,2_2_4,Acropora formosa,2019/02/01,2,3,100,0.013518
Tree 098,2_2_5,Acropora formosa,2019/02/01,3,3,100,0.013376
Tree 098,2_3_1,Acropora formosa,2019/02/01,1,3,80,0.012820
Tree 098,2_3_2,Acropora formosa,2019/02/01,2,3,100,0.013988
Tree 098,2_3_3,Acropora formosa,2019/02/01,1,3,50,0.005045
Tree 098,2_3_4,Acropora formosa,2019/02/01,2,3,100,0.016808
Tree 098,2_3_5,Acropora formosa,2019/02/01,3,3,100,0.018393
Tree 098,3_1_1,Pocillopora verucosa,2019/02/01,1,3,100,0.019955
Tree 098,3_1_2,Pocillopora verucosa,2019/02/01,2,3,100,0.018490
Tree 098,3_1_3,Pocillopora verucosa,2019/02/01,3,3,100,0.015810
Tree 098,3_1_4,Pocillopora verucosa,2019/02/01,2,3,100,0.021236
Tree 098,3_1_5,Pocillopora verucosa,2019/02/01,3,3,100,0.012019
Tree 098,3_2_1,Pocillopora verucosa,2019/02/01,3,3,100,0.013579
Tree 098,3_2_2,Pocillopora verucosa,2019/02/01,2,3,100,0.021023
Tree 098,3_2_3,Pocillopora verucosa,2019/02/01,1,3,80,0.007802
Tree 098,3_2_4,Pocillopora verucosa,2019/02/01,1,3,100,0.007979
Tree 098,3_2_5,Pocillopora verucosa,2019/02/01,2,3,100,0.015133
Tree 098,3_3_1,Pocillopora verucosa,2019/02/01,1,3,100,0.024728
Tree 098,3_3_2,Pocillopora verucosa,2019/02/01,3,3,100,0.018647
Tree 098,3_3_3,Pocillopora verucosa,2019/02/01,1,3,100,0.016690
Tree 098,3_3_4,Pocillopora verucosa,2019/02/01,2,3,100,0.015731
Tree 098,4_1_2,Acropora verweyi,2019/02/01,2,3,80,0.015492
Tree 098,4_1_3,Acropora verweyi,2019/02/01,3,3,100,0.007174
Tree 098,4_1_4,Acropora verweyi,2019/02/01,1,3,90,0.015667
Tree 098,4_1_5,Acropora verweyi,2019/02/01,2,3,100,0.010199
Tree 098,4_2_1,Acropora verweyi,2019/02/01,1,3,90,0.012973
Tree 098,4_2_2,Acropora verweyi,2019/02/01,2,3,90,0.019278
Tree 098,4_2_3,Acropora verweyi,2019/02/01,3,3,100,0.007856
Tree 098,4_2_4,Acropora verweyi,2019/02/01,3,3,100,0.009077
Tree 098,4_2_5,Acropora verweyi,2019/02/01,2,3,50,0.017459
Tree 098,4_3_1,Acropora verweyi,2019/02/01,2,3,100,0.014866
Tree 098,4_3_2,Acropora verweyi,2019/02/01,3,3,90,0.008981
Tree 098,4_3_3,Acropora verweyi,2019/02/01,3,3,100,0.007209
Tree 098,4_3_4,Acropora verweyi,2019/02/01,1,3,50,0.010532
Tree 098,4_3_5,Acropora verweyi,2019/02/01,1,3,90,0.014741
Tree 099,1_1_1,Pocillopora verucosa,2019/02/01,1,3,90,0.015132
Tree 099,1_1_2,Pocillopora verucosa,2019/02/01,1,3,90,0.026852
Tree 099,1_1_3,Pocillopora verucosa,2019/02/01,3,3,100,0.009200
Tree 099,1_1_4,Pocillopora verucosa,2019/02/01,3,3,100,0.011725
Tree 099,1_1_5,Pocillopora verucosa,2019/02/01,3,3,100,0.014177
Tree 099,1_2_1,Pocillopora verucosa,2019/02/01,2,3,100,0.027413
Tree 099,1_2_2,Pocillopora verucosa,2019/02/01,3,3,100,0.010906
Tree 099,1_2_3,Pocillopora verucosa,2019/02/01,1,3,90,0.016086
Tree 099,1_2_4,Pocillopora verucosa,2019/02/01,2,3,90,0.020801
Tree 099,1_2_5,Pocillopora verucosa,2019/02/01,1,3,90,0.033705
Tree 099,1_3_1,Pocillopora verucosa,2019/02/01,2,3,100,0.020261
Tree 099,1_3_2,Pocillopora verucosa,2019/02/01,3,3,100,0.017204
Tree 099,1_3_3,Pocillopora verucosa,2019/02/01,2,3,100,0.019585
Tree 099,1_3_4,Pocillopora verucosa,2019/02/01,1,3,80,0.011269
Tree 099,1_3_5,Pocillopora verucosa,2019/02/01,2,3,90,0.020572
Tree 099,2_1_1,Acropora formosa,2019/02/01,3,3,100,0.008465
Tree 099,2_1_2,Acropora formosa,2019/02/01,1,3,100,0.018365
Tree 099,2_1_3,Acropora formosa,2019/02/01,2,3,100,0.019081
Tree 099,2_1_4,Acropora formosa,2019/02/01,3,3,100,0.004756
Tree 099,2_2_1,Acropora formosa,2019/02/01,2,3,100,0.021291
Tree 099,2_2_2,Acropora formosa,2019/02/01,3,3,90,0.011144
Tree 099,2_2_3,Acropora formosa,2019/02/01,1,3,100,0.026633
Tree 099,2_2_4,Acropora formosa,2019/02/01,2,3,100,0.028709
Tree 099,2_2_5,Acropora formosa,2019/02/01,2,3,100,0.016811
Tree 099,2_3_1,Acropora formosa,2019/02/01,3,3,100,0.006932
Tree 099,2_3_2,Acropora formosa,2019/02/01,2,3,100,0.016094
Tree 099,2_3_3,Acropora formosa,2019/02/01,1,3,80,0.025925
Tree 099,2_3_4,Acropora formosa,2019/02/01,1,3,100,0.019927
Tree 099,2_3_5,Acropora formosa,2019/02/01,3,3,100,0.008715
Tree 099,3_1_1,Porites cylindrica,2019/02/01,3,3,90,0.013856
Tree 099,3_1_2,Porites cylindrica,2019/02/01,2,3,100,0.006314
Tree 099,3_1_3,Porites cylindrica,2019/02/01,1,3,90,0.007293
Tree 099,3_1_4,Porites cylindrica,2019/02/01,3,3,90,0.005950
Tree 099,3_1_5,Porites cylindrica,2019/02/01,3,3,50,0.007732
Tree 099,3_2_1,Porites cylindrica,2019/02/01,3,3,100,0.009878
Tree 099,3_2_2,Porites cylindrica,2019/02/01,1,3,20,-0.017671
Tree 099,3_2_3,Porites cylindrica,2019/02/01,3,3,80,0.003657
Tree 099,3_2_4,Porites cylindrica,2019/02/01,2,3,100,0.015313
Tree 099,3_2_5,Porites cylindrica,2019/02/01,1,3,100,0.020576
Tree 099,3_3_1,Porites cylindrica,2019/02/01,1,3,100,0.015337
Tree 099,3_3_2,Porites cylindrica,2019/02/01,1,3,100,0.015067
Tree 099,3_3_4,Porites cylindrica,2019/02/01,2,3,100,0.017705
Tree 099,3_3_5,Porites cylindrica,2019/02/01,2,3,90,0.003498
Tree 099,4_1_1,Acropora verweyi,2019/02/01,2,3,80,0.022913
Tree 099,4_1_2,Acropora verweyi,2019/02/01,2,3,100,0.019763
Tree 099,4_1_3,Acropora verweyi,2019/02/01,1,3,100,0.013001
Tree 099,4_1_4,Acropora verweyi,2019/02/01,3,3,100,0.005818
Tree 099,4_1_5,Acropora verweyi,2019/02/01,1,3,50,0.009463
Tree 099,4_2_1,Acropora verweyi,2019/02/01,2,3,90,0.023259
Tree 099,4_2_2,Acropora verweyi,2019/02/01,3,3,100,0.010478
Tree 099,4_2_3,Acropora verweyi,2019/02/01,3,3,90,0.005565
Tree 099,4_2_4,Acropora verweyi,2019/02/01,1,3,90,0.023689
Tree 099,4_2_5,Acropora verweyi,2019/02/01,2,3,100,0.014025
Tree 099,4_3_1,Acropora verweyi,2019/02/01,1,3,90,0.028827
Tree 099,4_3_2,Acropora verweyi,2019/02/01,3,3,100,0.008866
Tree 099,4_3_3,Acropora verweyi,2019/02/01,1,3,20,-0.003608
Tree 099,4_3_4,Acropora verweyi,2019/02/01,2,3,90,0.020233
Tree 099,4_3_5,Acropora verweyi,2019/02/01,3,3,100,0.013112
Tree 079,1_1_1,Pocillopora verucosa,2019/04/01,2,1,100,0.008872
Tree 079,1_1_2,Pocillopora verucosa,2019/04/01,3,1,100,-0.000871
Tree 079,1_1_3,Pocillopora verucosa,2019/04/01,1,1,100,0.007462
Tree 079,1_1_4,Pocillopora verucosa,2019/04/01,2,1,100,0.008674
Tree 079,1_2_1,Pocillopora verucosa,2019/04/01,3,1,100,0.009093
Tree 079,1_2_2,Pocillopora verucosa,2019/04/01,2,1,100,0.008688
Tree 079,1_2_4,Pocillopora verucosa,2019/04/01,2,1,100,0.010557
Tree 079,1_2_5,Pocillopora verucosa,2019/04/01,1,1,100,0.004320
Tree 079,1_3_1,Pocillopora verucosa,2019/04/01,3,1,100,0.004671
Tree 079,1_3_2,Pocillopora verucosa,2019/04/01,2,1,100,0.004963
Tree 079,1_3_3,Pocillopora verucosa,2019/04/01,3,1,100,0.001635
Tree 079,1_3_5,Pocillopora verucosa,2019/04/01,1,1,100,0.012557
Tree 079,2_1_1,Acropora verweyi,2019/04/01,2,1,100,0.010308
Tree 079,2_1_3,Acropora verweyi,2019/04/01,3,1,100,0.001216
Tree 079,2_1_4,Acropora verweyi,2019/04/01,1,1,90,0.006470
Tree 079,2_1_5,Acropora verweyi,2019/04/01,2,1,100,0.004275
Tree 079,2_2_1,Acropora verweyi,2019/04/01,3,1,100,0.009501
Tree 079,2_2_3,Acropora verweyi,2019/04/01,3,1,100,0.001632
Tree 079,2_2_5,Acropora verweyi,2019/04/01,3,1,100,0.003936
Tree 079,2_3_1,Acropora verweyi,2019/04/01,3,1,100,0.003832
Tree 079,2_3_2,Acropora verweyi,2019/04/01,1,1,90,-0.006364
Tree 079,2_3_3,Acropora verweyi,2019/04/01,2,1,100,-0.000954
Tree 079,2_3_4,Acropora verweyi,2019/04/01,2,1,100,0.003274
Tree 079,2_3_5,Acropora verweyi,2019/04/01,1,1,100,0.007845
Tree 079,3_1_1,Acropora formosa,2019/04/01,3,1,100,0.003650
Tree 079,3_1_2,Acropora formosa,2019/04/01,1,1,100,0.003500
Tree 079,3_2_2,Acropora formosa,2019/04/01,3,1,100,0.002226
Tree 079,3_2_3,Acropora formosa,2019/04/01,2,1,100,0.007255
Tree 079,3_2_4,Acropora formosa,2019/04/01,3,1,100,0.002876
Tree 079,3_2_5,Acropora formosa,2019/04/01,1,1,100,0.014915
Tree 079,3_3_1,Acropora formosa,2019/04/01,2,1,100,0.007034
Tree 079,3_3_2,Acropora formosa,2019/04/01,2,1,100,0.005529
Tree 079,3_3_3,Acropora formosa,2019/04/01,1,1,100,0.010494
Tree 079,3_3_4,Acropora formosa,2019/04/01,1,1,100,0.009777
Tree 079,3_3_5,Acropora formosa,2019/04/01,3,1,100,0.005268
Tree 079,4_1_1,Porites cylindrica,2019/04/01,2,1,60,-0.006564
Tree 079,4_1_2,Porites cylindrica,2019/04/01,3,1,100,0.003812
Tree 079,4_1_3,Porites cylindrica,2019/04/01,1,1,100,0.007956
Tree 079,4_1_4,Porites cylindrica,2019/04/01,1,1,50,-0.003538
Tree 079,4_1_5,Porites cylindrica,2019/04/01,3,1,100,0.006879
Tree 079,4_2_1,Porites cylindrica,2019/04/01,2,1,100,-0.001507
Tree 079,4_2_4,Porites cylindrica,2019/04/01,3,1,90,0.008951
Tree 079,4_2_5,Porites cylindrica,2019/04/01,1,1,100,0.004765
Tree 079,4_3_1,Porites cylindrica,2019/04/01,2,1,100,0.007487
Tree 079,4_3_2,Porites cylindrica,2019/04/01,3,1,100,0.006088
Tree 079,4_3_3,Porites cylindrica,2019/04/01,1,1,90,0.001477
Tree 079,4_3_4,Porites cylindrica,2019/04/01,2,1,100,0.005084
Tree 084,1_1_1,Porites cylindrica,2019/04/01,3,4,100,0.004111
Tree 084,1_1_2,Porites cylindrica,2019/04/01,2,4,80,0.002208
Tree 084,1_1_3,Porites cylindrica,2019/04/01,3,4,90,-0.001133
Tree 084,1_1_4,Porites cylindrica,2019/04/01,1,4,50,-0.003322
Tree 084,1_3_2,Porites cylindrica,2019/04/01,1,4,50,-0.003274
Tree 084,1_3_3,Porites cylindrica,2019/04/01,3,4,90,0.004285
Tree 084,1_3_4,Porites cylindrica,2019/04/01,2,4,100,-0.000577
Tree 084,2_1_1,Pocillopora verucosa,2019/04/01,2,4,100,0.006176
Tree 084,2_1_2,Pocillopora verucosa,2019/04/01,3,4,100,0.005965
Tree 084,2_1_3,Pocillopora verucosa,2019/04/01,1,4,100,0.008398
Tree 084,2_1_4,Pocillopora verucosa,2019/04/01,1,4,100,0.008428
Tree 084,2_1_5,Pocillopora verucosa,2019/04/01,3,4,100,-0.001913
Tree 084,2_2_1,Pocillopora verucosa,2019/04/01,3,4,100,-0.002556
Tree 084,2_2_2,Pocillopora verucosa,2019/04/01,1,4,100,0.013888
Tree 084,2_2_3,Pocillopora verucosa,2019/04/01,2,4,100,0.001585
Tree 084,2_2_4,Pocillopora verucosa,2019/04/01,3,4,100,0.001570
Tree 084,2_2_5,Pocillopora verucosa,2019/04/01,2,4,100,0.010382
Tree 084,2_3_1,Pocillopora verucosa,2019/04/01,1,4,100,0.009681
Tree 084,2_3_2,Pocillopora verucosa,2019/04/01,1,4,100,0.004341
Tree 084,2_3_3,Pocillopora verucosa,2019/04/01,2,4,100,0.005167
Tree 084,2_3_4,Pocillopora verucosa,2019/04/01,2,4,100,0.006477
Tree 084,2_3_5,Pocillopora verucosa,2019/04/01,3,4,100,0.006081
Tree 084,3_1_2,Acropora formosa,2019/04/01,2,4,100,0.012546
Tree 084,3_1_3,Acropora formosa,2019/04/01,3,4,100,0.009383
Tree 084,3_1_4,Acropora formosa,2019/04/01,1,4,100,0.008868
Tree 084,3_1_5,Acropora formosa,2019/04/01,2,4,100,0.021147
Tree 084,3_2_1,Acropora formosa,2019/04/01,2,4,100,0.010447
Tree 084,3_2_2,Acropora formosa,2019/04/01,3,4,100,0.003610
Tree 084,3_2_3,Acropora formosa,2019/04/01,2,4,100,0.009163
Tree 084,3_2_4,Acropora formosa,2019/04/01,1,4,100,0.012574
Tree 084,3_2_5,Acropora formosa,2019/04/01,3,4,100,0.009928
Tree 084,3_3_1,Acropora formosa,2019/04/01,3,4,100,-0.002377
Tree 084,3_3_2,Acropora formosa,2019/04/01,2,4,100,0.013311
Tree 084,3_3_3,Acropora formosa,2019/04/01,3,4,100,0.006590
Tree 084,3_3_4,Acropora formosa,2019/04/01,1,4,40,0.000783
Tree 084,4_1_2,Acropora verweyi,2019/04/01,3,4,100,0.004311
Tree 084,4_1_5,Acropora verweyi,2019/04/01,3,4,100,0.006278
Tree 084,4_2_1,Acropora verweyi,2019/04/01,3,4,100,0.003252
Tree 084,4_2_2,Acropora verweyi,2019/04/01,2,4,80,0.014416
Tree 084,4_2_3,Acropora verweyi,2019/04/01,3,4,100,0.001373
Tree 084,4_2_4,Acropora verweyi,2019/04/01,2,4,90,0.008047
Tree 084,4_2_5,Acropora verweyi,2019/04/01,1,4,90,0.011775
Tree 084,4_3_1,Acropora verweyi,2019/04/01,1,4,80,0.013887
Tree 084,4_3_2,Acropora verweyi,2019/04/01,2,4,70,-0.004416
Tree 084,4_3_3,Acropora verweyi,2019/04/01,3,4,100,-0.001195
Tree 084,4_3_5,Acropora verweyi,2019/04/01,2,4,100,0.009613
Tree 088,1_1_1,Pocillopora verucosa,2019/04/01,3,2,100,0.000833
Tree 088,1_1_2,Pocillopora verucosa,2019/04/01,3,2,100,0.002502
Tree 088,1_1_3,Pocillopora verucosa,2019/04/01,2,2,100,0.001093
Tree 088,1_1_4,Pocillopora verucosa,2019/04/01,3,2,100,0.004079
Tree 088,1_1_5,Pocillopora verucosa,2019/04/01,3,2,100,0.000933
Tree 088,1_2_1,Pocillopora verucosa,2019/04/01,2,2,100,0.005601
Tree 088,1_2_2,Pocillopora verucosa,2019/04/01,1,2,100,0.004327
Tree 088,1_2_3,Pocillopora verucosa,2019/04/01,2,2,100,0.001325
Tree 088,1_2_4,Pocillopora verucosa,2019/04/01,1,2,100,0.011999
Tree 088,1_2_5,Pocillopora verucosa,2019/04/01,2,2,100,0.005296
Tree 088,1_3_1,Pocillopora verucosa,2019/04/01,3,2,100,-0.002677
Tree 088,1_3_2,Pocillopora verucosa,2019/04/01,1,2,100,0.009200
Tree 088,1_3_3,Pocillopora verucosa,2019/04/01,1,2,100,0.006816
Tree 088,1_3_4,Pocillopora verucosa,2019/04/01,1,2,100,0.006885
Tree 088,2_1_2,Acropora verweyi,2019/04/01,3,2,100,-0.003612
Tree 088,2_1_3,Acropora verweyi,2019/04/01,3,2,100,-0.000190
Tree 088,2_1_4,Acropora verweyi,2019/04/01,2,2,90,0.015467
Tree 088,2_1_5,Acropora verweyi,2019/04/01,1,2,60,0.010120
Tree 088,2_2_1,Acropora verweyi,2019/04/01,3,2,100,0.001281
Tree 088,2_2_3,Acropora verweyi,2019/04/01,2,2,95,0.011796
Tree 088,2_3_1,Acropora verweyi,2019/04/01,3,2,90,0.001166
Tree 088,2_3_3,Acropora verweyi,2019/04/01,3,2,100,0.002210
Tree 088,2_3_5,Acropora verweyi,2019/04/01,2,2,80,0.007210
Tree 088,3_1_1,Acropora formosa,2019/04/01,1,2,100,0.006504
Tree 088,3_1_2,Acropora formosa,2019/04/01,1,2,100,0.008613
Tree 088,3_1_3,Acropora formosa,2019/04/01,2,2,100,0.006310
Tree 088,3_1_5,Acropora formosa,2019/04/01,3,2,100,0.001872
Tree 088,3_2_1,Acropora formosa,2019/04/01,2,2,100,0.007656
Tree 088,3_2_2,Acropora formosa,2019/04/01,2,2,100,0.008287
Tree 088,3_2_3,Acropora formosa,2019/04/01,3,2,100,0.005316
Tree 088,3_2_4,Acropora formosa,2019/04/01,1,2,100,0.014209
Tree 088,3_2_5,Acropora formosa,2019/04/01,2,2,100,0.013060
Tree 088,3_3_1,Acropora formosa,2019/04/01,3,2,100,-0.001228
Tree 088,3_3_2,Acropora formosa,2019/04/01,2,2,100,0.006892
Tree 088,3_3_5,Acropora formosa,2019/04/01,1,2,100,0.005903
Tree 088,4_1_1,Porites cylindrica,2019/04/01,3,2,90,0.003817
Tree 088,4_1_2,Porites cylindrica,2019/04/01,2,2,100,-0.003392
Tree 088,4_1_4,Porites cylindrica,2019/04/01,1,2,40,-0.000578
Tree 088,4_1_5,Porites cylindrica,2019/04/01,1,2,70,-0.005900
Tree 088,4_2_2,Porites cylindrica,2019/04/01,3,2,70,-0.002199
Tree 088,4_2_4,Porites cylindrica,2019/04/01,2,2,80,0.001485
Tree 088,4_2_5,Porites cylindrica,2019/04/01,3,2,90,-0.004257
Tree 088,4_3_1,Porites cylindrica,2019/04/01,3,2,95,-0.002659
Tree 088,4_3_3,Porites cylindrica,2019/04/01,1,2,100,0.007076
Tree 088,4_3_4,Porites cylindrica,2019/04/01,2,2,100,-0.004104
Tree 088,4_3_5,Porites cylindrica,2019/04/01,3,2,40,-0.010764
Tree 089,1_1_2,Pocillopora verucosa,2019/04/01,3,1,100,-0.001854
Tree 089,1_1_3,Pocillopora verucosa,2019/04/01,2,1,100,0.004420
Tree 089,1_1_4,Pocillopora verucosa,2019/04/01,2,1,100,0.005674
Tree 089,1_2_1,Pocillopora verucosa,2019/04/01,3,1,100,-0.005254
Tree 089,1_2_2,Pocillopora verucosa,2019/04/01,2,1,100,-0.000097
Tree 089,1_2_3,Pocillopora verucosa,2019/04/01,3,1,100,-0.000178
Tree 089,1_2_4,Pocillopora verucosa,2019/04/01,3,1,100,-0.003260
Tree 089,1_2_5,Pocillopora verucosa,2019/04/01,2,1,100,0.004081
Tree 089,1_3_1,Pocillopora verucosa,2019/04/01,1,1,100,0.001634
Tree 089,1_3_2,Pocillopora verucosa,2019/04/01,2,1,100,-0.000260
Tree 089,2_1_1,Acropora formosa,2019/04/01,3,1,100,0.003031
Tree 089,2_1_2,Acropora formosa,2019/04/01,2,1,100,0.004305
Tree 089,2_1_3,Acropora formosa,2019/04/01,3,1,100,0.001173
Tree 089,2_1_4,Acropora formosa,2019/04/01,2,1,100,0.010899
Tree 089,2_1_5,Acropora formosa,2019/04/01,1,1,100,0.008443
Tree 089,2_2_1,Acropora formosa,2019/04/01,2,1,100,0.007778
Tree 089,2_2_2,Acropora formosa,2019/04/01,1,1,100,0.008235
Tree 089,2_2_3,Acropora formosa,2019/04/01,1,1,100,0.009808
Tree 089,2_2_4,Acropora formosa,2019/04/01,3,1,100,0.002064
Tree 089,2_2_5,Acropora formosa,2019/04/01,1,1,100,0.009297
Tree 089,2_3_1,Acropora formosa,2019/04/01,2,1,100,0.007725
Tree 089,2_3_2,Acropora formosa,2019/04/01,3,1,100,0.001222
Tree 089,2_3_3,Acropora formosa,2019/04/01,1,1,100,0.004221
Tree 089,2_3_4,Acropora formosa,2019/04/01,2,1,100,0.008837
Tree 089,2_3_5,Acropora formosa,2019/04/01,3,1,100,-0.000711
Tree 089,3_1_1,Porites cylindrica,2019/04/01,2,1,90,-0.004505
Tree 089,3_1_2,Porites cylindrica,2019/04/01,3,1,100,0.000541
Tree 089,3_1_4,Porites cylindrica,2019/04/01,2,1,100,0.002989
Tree 089,3_2_2,Porites cylindrica,2019/04/01,2,1,70,-0.012037
Tree 089,3_2_3,Porites cylindrica,2019/04/01,1,1,100,-0.001017
Tree 089,3_2_4,Porites cylindrica,2019/04/01,3,1,30,-0.027826
Tree 089,3_3_4,Porites cylindrica,2019/04/01,3,1,100,0.001220
Tree 089,3_3_5,Porites cylindrica,2019/04/01,2,1,100,0.000952
Tree 089,4_1_2,Acropora verweyi,2019/04/01,3,1,100,0.004756
Tree 089,4_1_3,Acropora verweyi,2019/04/01,2,1,100,0.002076
Tree 089,4_1_4,Acropora verweyi,2019/04/01,1,1,80,0.005538
Tree 089,4_1_5,Acropora verweyi,2019/04/01,1,1,70,0.008725
Tree 089,4_2_1,Acropora verweyi,2019/04/01,3,1,100,0.001650
Tree 089,4_2_2,Acropora verweyi,2019/04/01,2,1,100,0.004179
Tree 089,4_2_3,Acropora verweyi,2019/04/01,1,1,90,0.004345
Tree 089,4_2_4,Acropora verweyi,2019/04/01,3,1,90,0.002297
Tree 089,4_2_5,Acropora verweyi,2019/04/01,2,1,100,0.008329
Tree 089,4_3_1,Acropora verweyi,2019/04/01,3,1,100,0.001872
Tree 089,4_3_2,Acropora verweyi,2019/04/01,2,1,100,0.001021
Tree 089,4_3_3,Acropora verweyi,2019/04/01,1,1,100,0.008848
Tree 089,4_3_4,Acropora verweyi,2019/04/01,3,1,100,0.007448
Tree 089,4_3_5,Acropora verweyi,2019/04/01,2,1,100,0.006665
Tree 090,1_1_1,Acropora verweyi,2019/04/01,2,4,90,0.016639
Tree 090,1_1_3,Acropora verweyi,2019/04/01,3,4,80,0.003079
Tree 090,1_1_4,Acropora verweyi,2019/04/01,2,4,100,0.004639
Tree 090,1_1_5,Acropora verweyi,2019/04/01,3,4,100,0.002803
Tree 090,1_2_1,Acropora verweyi,2019/04/01,2,4,90,0.017559
Tree 090,1_2_2,Acropora verweyi,2019/04/01,3,4,100,-0.001052
Tree 090,1_2_3,Acropora verweyi,2019/04/01,2,4,90,0.003897
Tree 090,1_2_5,Acropora verweyi,2019/04/01,1,4,40,-0.011875
Tree 090,1_3_1,Acropora verweyi,2019/04/01,3,4,80,-0.002978
Tree 090,1_3_2,Acropora verweyi,2019/04/01,1,4,90,0.005353
Tree 090,1_3_3,Acropora verweyi,2019/04/01,2,4,100,0.008227
Tree 090,1_3_4,Acropora verweyi,2019/04/01,3,4,100,0.006991
Tree 090,1_3_5,Acropora verweyi,2019/04/01,1,4,40,0.012652
Tree 090,2_1_1,Pocillopora verucosa,2019/04/01,3,4,100,-0.002487
Tree 090,2_1_2,Pocillopora verucosa,2019/04/01,2,4,100,0.010305
Tree 090,2_1_3,Pocillopora verucosa,2019/04/01,2,4,100,0.004534
Tree 090,2_1_4,Pocillopora verucosa,2019/04/01,1,4,100,0.011108
Tree 090,2_1_5,Pocillopora verucosa,2019/04/01,3,4,100,0.004107
Tree 090,2_2_1,Pocillopora verucosa,2019/04/01,1,4,100,0.006896
Tree 090,2_2_2,Pocillopora verucosa,2019/04/01,3,4,100,0.000119
Tree 090,2_2_3,Pocillopora verucosa,2019/04/01,2,4,100,-0.002928
Tree 090,2_2_4,Pocillopora verucosa,2019/04/01,3,4,100,-0.000177
Tree 090,2_2_5,Pocillopora verucosa,2019/04/01,1,4,100,-0.000527
Tree 090,2_3_1,Pocillopora verucosa,2019/04/01,2,4,100,0.003840
Tree 090,2_3_2,Pocillopora verucosa,2019/04/01,3,4,100,-0.006987
Tree 090,2_3_3,Pocillopora verucosa,2019/04/01,1,4,100,-0.001574
Tree 090,2_3_4,Pocillopora verucosa,2019/04/01,2,4,100,0.001716
Tree 090,2_3_5,Pocillopora verucosa,2019/04/01,1,4,100,0.008784
Tree 090,3_1_1,Porites cylindrica,2019/04/01,2,4,80,0.001235
Tree 090,3_2_1,Porites cylindrica,2019/04/01,3,4,40,-0.006084
Tree 090,3_2_2,Porites cylindrica,2019/04/01,2,4,100,0.005827
Tree 090,3_3_2,Porites cylindrica,2019/04/01,3,4,100,0.004355
Tree 090,3_3_4,Porites cylindrica,2019/04/01,2,4,90,-0.004902
Tree 090,4_1_1,Acropora formosa,2019/04/01,3,4,100,-0.006251
Tree 090,4_1_2,Acropora formosa,2019/04/01,2,4,80,0.008093
Tree 090,4_1_3,Acropora formosa,2019/04/01,1,4,100,0.012644
Tree 090,4_1_4,Acropora formosa,2019/04/01,3,4,100,0.003108
Tree 090,4_1_5,Acropora formosa,2019/04/01,2,4,100,0.008375
